LOCATION,ADDRESS,BIKE_PARKING,PLACEMENT,RACKS,SPACES,1_STATUS,2_STATUS_HIGH_LEVEL,3_STATUS_DETAIL,4_STATUS_DESCRIPTION,5_ACTING_AGENT,6_ACTION,INSTALLED_BY,YR_INSTALLED,COORDINATES
Moscone Elementry,2576 HARRISON ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.75682684, -122.41275068)"
Las Americas CDC (PreK & SA),801 TREAT AVE,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.75682684, -122.41275068)"
Las Americas Childcare Center,801 TREAT AVE,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.75682684, -122.41275068)"
"American Grilled Cheese Kitchen, The",2400 HARRISON ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.758894, -122.412746)"
Project Commotion,2095 HARRISON ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.764810, -122.412706)"
Alley Cat Books,3036 24TH ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.752814, -122.412687)"
Heaven's Dog,1148 MISSION ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.778704, -122.412634)"
Spectrum Auto Body,320 10TH ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.772327, -122.412622)"
DNA Lounge,375 11TH ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.771079, -122.412604)"
Addiction Salon,350 ALABAMA ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.764816, -122.412601)"
American Gymnastics & Raise the Bar Fitness,1117 MARKET ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.779865, -122.412598)"
Tina's Salon,929 BUSH ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.789482, -122.412592)"
Vallarta Taqueria,3033 24TH ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.752399, -122.412567)"
Like Twice,2125 HARRISON ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.76326092, -122.41255890)"
Telegraph Hill Neighborhood Center,555 CHESTNUT ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.803444, -122.412540)"
Hotel Adagio,550 GEARY ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.787098, -122.412538)"
Cinnabar,397 ELLIS ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.784684, -122.412529)"
Liberty Tax,3026 24TH ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.752824, -122.412527)"
Stingray Builders,544 ALABAMA ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.762532, -122.412489)"
Developing Environments,540 ALABAMA ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2006,"(37.762532, -122.412489)"
FoodLab / Renoir Hotel / Rio Grande Cafe / Trailhead,1108 MARKET ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.780901, -122.412470)"
Etiquitte Lounge,1108 MARKET ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.780901, -122.412470)"
_undetermined,478 OFARRELL ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.78614584, -122.41240323)"
_undetermined,26 07TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.780071, -122.412400)"
_undetermined,26 07TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.780071, -122.412400)"
multiple,2301 HARRISON ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.760100, -122.412376)"
Academy of Art University,749 TAYLOR ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.789373, -122.412368)"
Bristol Weeden Painting,755 COLUMBUS AVE,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.801600, -122.412336)"
Bike Kitchen / Adventurous Sports,650 ALABAMA ST,RACK,SIDEWALK,4,8,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.760916, -122.412334)"
multiple,660 ALABAMA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2006,"(37.760916, -122.412334)"
Mission Cliffs,2295 HARRISON ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.760916, -122.412334)"
24th Street Head Start?,3013 24TH ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.752455, -122.412221)"
Humphrey Slocombe,2790 HARRISON ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.752799, -122.412202)"
Flour & Water Restaurant,2401 HARRISON ST,RACK,PARKING_LANE,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.758923, -122.412185)"
Flour & Water Restaurant,2401 HARRISON ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.758923, -122.412185)"
JCX Expendables Business,2413 HARRISON ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.758566, -122.412151)"
The Packaging Store,1255 HOWARD ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.775324, -122.412145)"
Cassell Gallery,1261 HOWARD ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.775324, -122.412145)"
Art Explosion,744 ALABAMA ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.759839, -122.412101)"
Accelerate Sports,2215 POWELL ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.805206, -122.412047)"
_undetermined,298 09TH ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.773781, -122.412042)"
_undetermined,298 09TH ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.773781, -122.412042)"
Graffeo Coffee Roasting Company,735 COLUMBUS AVE,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.801363, -122.412033)"
_undetermined,1095 MARKET ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.780329, -122.412014)"
SF SPCA,2500 16TH ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2000,"(37.765820, -122.411968)"
Leonard R. Flynn CDC,3125 CESAR CHAVEZ ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.747745, -122.411967)"
Ever Gold Gallery,441 OFARRELL ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.78564218, -122.41195767)"
Soma Streat Food Park,428 11TH ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.769777, -122.411897)"
_undetermined,2125 POWELL ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2006,"(37.804348, -122.411897)"
Lion Building,2525 16TH ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2000,"(37.765121, -122.411897)"
North Beach Citizens,720 COLUMBUS AVE,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.801752, -122.411851)"
North Beach Citizens,720 COLUMBUS AVE,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.801752, -122.411851)"
_undetermined,271 09TH ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.774269, -122.411809)"
_undetermined,271 09TH ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.774269, -122.411809)"
_undetermined,60 GOLDEN GATE AVE,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.782414, -122.411786)"
Mike's Bikes,1233 HOWARD ST,RACK,PARKING_LANE,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.775624, -122.411781)"
_undetermined,740 TAYLOR ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.789383, -122.411778)"
Theater Artaud and Travelling Jewish Theater,450 FLORIDA ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.763583, -122.411751)"
Theater of Yugen,2840 MARIPOSA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.763583, -122.411751)"
Project Artaud,499 ALABAMA ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2005,"(37.763583, -122.411751)"
Theater of Yugen,2840 MARIPOSA ST,RACK,SIDEWALK,0,0,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.763583, -122.411751)"
Piper's Jewelers,1066 MARKET ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.781799, -122.411742)"
Urban Health Clinic,234 EDDY ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.784342, -122.411680)"
Azucar Lounge ,299 09TH ST ,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.774058, -122.411668)"
Huckleberry Bicycles,1073 MARKET ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.780644, -122.411615)"
Asian Pacific Islander Legal?,1133 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.778330, -122.411516)"
Precita Eyes Mural Art and Visitor Center,2981 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.752424, -122.411514)"
In-Symmetry,650 FLORIDA ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.761034, -122.411506)"
Panorama Bakery,500 FLORIDA ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.762590, -122.411484)"
Leon Multiservicio,2966 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.752885, -122.411477)"
Ralph Gracie Jiu Jitsu,1166 HOWARD ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.776808, -122.411474)"
Harvest Urban Market,191 08TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.776808, -122.411474)"
J&W Laundromat,2977 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.752429, -122.411428)"
Atlas Cafe,3049 20TH ST,RACK,PARKING_LANE,5,10,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.758862, -122.411406)"
Atlas Cafe,3049 20TH ST,RACK,SIDEWALK,6,12,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,private (publicly accessible),unknown,"(37.758862, -122.411406)"
Aunt Charlie's Lounge,133 TURK ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.782849, -122.411384)"
Oriental Restaurant,1063 MARKET ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.780838, -122.411370)"
Mission Language and Vocational,2929 19TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.760124, -122.411364)"
Social Imprints,1052 MARKET ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.781883, -122.411323)"
Central Kitchen,3000 20TH ST,RACK,PARKING_LANE,4,8,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.759325, -122.411282)"
Southern Exposure,3030 20TH ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.759325, -122.411282)"
Southern Exposure,3030 20TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.759325, -122.411282)"
Southern Exposure,3030 20TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.759325, -122.411282)"
_undetermined,346 09TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.773120, -122.411258)"
_undetermined,346 09TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.773120, -122.411258)"
Citizen Chain Cyclery,2064 POWELL ST,RACK,PARKING_LANE,3,6,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.80382297, -122.41125279)"
Citizen Chain Cyclery,2064 POWELL ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.80382297, -122.41125279)"
Asian Pacific Islander Legal Outreach,1121 MISSION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.778652, -122.411230)"
residential,730 FLORIDA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.759922, -122.411225)"
Alcatraz Gift and Tours,486 GEARY ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.787159, -122.411202)"
Sushi Hunter,1701 POWELL ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.800385, -122.411171)"
El Farolito Restaurant,2950 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2004,"(37.752855, -122.411136)"
Costco,450 10TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.770488, -122.411106)"
Jean Parker (SA) CDC,840 BROADWAY,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.797620, -122.411038)"
Coffee Bar,2790 MARIPOSA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.76310691, -122.41103404)"
Coffee Bar,2790 MARIPOSA ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.76310691, -122.41103404)"
_undetermined,420 TAYLOR ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.786332, -122.411031)"
_undetermined,1657 POWELL ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2006,"(37.799948, -122.411013)"
_undetermined,1246 FOLSOM ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2005,"(37.774589, -122.410994)"
Community Housing Partnership San Cristina,1000 MARKET ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.782044, -122.410989)"
Show Dogs Sausages,1020 MARKET ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.782044, -122.410989)"
Show Dogs Sausages,1020 MARKET ST,RACK,PARCEL,3,6,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,private (publicly accessible),2013,"(37.782044, -122.410989)"
_undetermined,1000 MARKET ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.782044, -122.410989)"
BoomBotix (CLOSED),2701 17TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.76408775, -122.41082772)"
Vista Point Studio | Gallery?,405 FLORIDA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.764088, -122.410828)"
AIDS/LifeCycle office?,1035 MARKET ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.781219, -122.410785)"
Skin Salvation,2405 16TH ST,RACK,SIDEWALK,3,6,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.765342, -122.410774)"
la Victoria Bakery,2937 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.752520, -122.410756)"
Bay Area Video Coalition / Starbucks,2727 MARIPOSA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.762687, -122.410735)"
Academy of Art University,625 SUTTER ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.788723, -122.410677)"
Live Fit Gym,2929 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.752477, -122.410625)"
Circle Community Acupuncture,1351 HARRISON ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.771865, -122.410613)"
Circle Community Acupuncture,1351 HARRISON ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.771865, -122.410613)"
Lutheran Social Services of Northern CA,290 08TH ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.775075, -122.410565)"
_undetermined,1200 FOLSOM ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,unknown,"(37.775075, -122.410565)"
_undetermined,535 MASON ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2006,"(37.788678, -122.410458)"
Rogue Ales,673 UNION ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2005,"(37.800000, -122.410421)"
AuburnCom Computer Store,663 UNION ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.800000, -122.410421)"
_undetermined,1017 MARKET ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.781561, -122.410418)"
Wardrobe Cleaners,1665 BRYANT ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.766476, -122.410413)"
_undetermined,1560 POWELL ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2006,"(37.799210, -122.410405)"
UPSP,1655 BRYANT ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2002,"(37.766478, -122.410405)"
Precita Park Cafe,500 PRECITA AVE,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.746972, -122.410399)"
_undetermined,1550 POWELL ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2006,"(37.799024, -122.410367)"
Pirate Cat Radio Cafe,2781 21ST ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.75734234, -122.41035996)"
Art Gallery,994 MARKET ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2011,"(37.78268892, -122.41033991)"
AQ Restaurant & Bar,1085 MISSION ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.779364, -122.410328)"
residential,865 FLORIDA ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2010,"(37.758104, -122.410304)"
Driftwood,1225 FOLSOM ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.774473, -122.410297)"
Alcoholics Anonymous,2900 24TH ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2013,"(37.752898, -122.410272)"
Beach Blanket Babylon,678 GREEN ST,RACK,SIDEWALK,1,2,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2003,"(37.799636, -122.410267)"
De La Paz Coffee Roasters,1081 MISSION ST,RACK,SIDEWALK,2,4,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION,SFMTA,2012,"(37.779441, -122.410229)"
